source_file,source_sheet,academic_year,program_type,institute_name,course_name,category,quota,first_rank,last_rank,rank,admission_field
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Birla Vishvakarma Mahavidyalaya V V Nagar,Civil Engineering,GENERAL,D2D,1103056.0,1103056.0,1103056,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Birla Vishvakarma Mahavidyalaya V V Nagar,Civil Engineering,ST,D2D,1104888.0,1104888.0,1104888,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Birla Vishvakarma Mahavidyalaya V V Nagar,Civil Engineering,SEBC,D2D,1101740.0,1101740.0,1101740,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Birla Vishvakarma Mahavidyalaya V V Nagar,Computer Engineering,GENERAL,D2D,1100275.0,1100275.0,1100275,Computer Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Birla Vishvakarma Mahavidyalaya V V Nagar,Computer Engineering,SC,D2D,1102440.0,1102440.0,1102440,Computer Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Birla Vishvakarma Mahavidyalaya V V Nagar,Computer Engineering,ST,D2D,1107897.0,1107897.0,1107897,Computer Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Birla Vishvakarma Mahavidyalaya V V Nagar,Computer Engineering,SEBC,D2D,1100897.0,1100897.0,1100897,Computer Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Birla Vishvakarma Mahavidyalaya V V Nagar,Computer Engineering,EWS,D2D,1100430.0,1100430.0,1100430,Computer Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Birla Vishvakarma Mahavidyalaya V V Nagar,Electrical Engineering,GENERAL,D2D,1102503.0,1102503.0,1102503,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Birla Vishvakarma Mahavidyalaya V V Nagar,Electrical Engineering,SC,D2D,1103644.0,1103644.0,1103644,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Birla Vishvakarma Mahavidyalaya V V Nagar,Electrical Engineering,ST,D2D,1105666.0,1105666.0,1105666,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Birla Vishvakarma Mahavidyalaya V V Nagar,Electrical Engineering,SEBC,D2D,1102091.0,1102091.0,1102091,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Birla Vishvakarma Mahavidyalaya V V Nagar,Mechanical Engineering,GENERAL,D2D,1101389.0,1101389.0,1101389,Mechanical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Birla Vishvakarma Mahavidyalaya V V Nagar,Mechanical Engineering,ST,D2D,1106736.0,1106736.0,1106736,Mechanical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Birla Vishvakarma Mahavidyalaya V V Nagar,Mechanical Engineering,SEBC,D2D,1100499.0,1100499.0,1100499,Mechanical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Birla Vishvakarma Mahavidyalaya V V Nagar,Production Engineering,GENERAL,D2D,1108226.0,1108226.0,1108226,Production Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Birla Vishvakarma Mahavidyalaya V V Nagar,Electronics Engineering,GENERAL,D2D,1108154.0,1108154.0,1108154,Electronics Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Civil Engineering,GENERAL,D2D,1100781.0,1100781.0,1100781,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Civil Engineering,SC,D2D,1104228.0,1104228.0,1104228,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Civil Engineering,ST,D2D,1104436.0,1104436.0,1104436,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Civil Engineering,SEBC,D2D,1101555.0,1101555.0,1101555,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Civil Engineering,EWS,D2D,1101500.0,1101500.0,1101500,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Electrical Engineering,GENERAL,D2D,1101309.0,1101309.0,1101309,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Electrical Engineering,SC,D2D,1101761.0,1101761.0,1101761,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Electrical Engineering,ST,D2D,1103053.0,1103053.0,1103053,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Electrical Engineering,SEBC,D2D,1101397.0,1101397.0,1101397,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Electrical Engineering,EWS,D2D,1101873.0,1101873.0,1101873,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Mechanical Engineering,GENERAL,D2D,1100492.0,1100492.0,1100492,Mechanical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Mechanical Engineering,SC,D2D,1100718.0,1100718.0,1100718,Mechanical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Mechanical Engineering,ST,D2D,1101866.0,1101866.0,1101866,Mechanical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Mechanical Engineering,SEBC,D2D,1100696.0,1100696.0,1100696,Mechanical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Mechanical Engineering,EWS,D2D,1100745.0,1100745.0,1100745,Mechanical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Chemical Engineering,GENERAL,D2D,1100620.0,1100620.0,1100620,Chemical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Chemical Engineering,ST,D2D,1103346.0,1103346.0,1103346,Chemical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Chemical Engineering,SEBC,D2D,1100786.0,1100786.0,1100786,Chemical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Chemical Engineering,EWS,D2D,1100137.0,1100137.0,1100137,Chemical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Electronics Engineering,GENERAL,D2D,1108189.0,1108189.0,1108189,Electronics Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Computer Science Engineering,GENERAL,D2D,1100194.0,1100194.0,1100194,Computer Science Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Computer Science Engineering,SC,D2D,1100876.0,1100876.0,1100876,Computer Science Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Computer Science Engineering,ST,D2D,1106265.0,1106265.0,1106265,Computer Science Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Computer Science Engineering,SEBC,D2D,1100637.0,1100637.0,1100637,Computer Science Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Computer Science Engineering,EWS,D2D,1100220.0,1100220.0,1100220,Computer Science Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Metallurgical And Materials Engineering,GENERAL,D2D,1107485.0,1107485.0,1107485,Metallurgical And Materials Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Textile Engineering,GENERAL,D2D,1106771.0,1106771.0,1106771,Textile Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Textile Processing Engineering,GENERAL,D2D,1108049.0,1108049.0,1108049,Textile Processing Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Textile Technology,GENERAL,D2D,1107498.0,1107498.0,1107498,Textile Technology
22_23_D2D.xlsx,Table 1,2022-2023,D2D,The Maharaja Sayajirao University Of Baroda Vadodara,Water Management,GENERAL,D2D,1107459.0,1107459.0,1107459,Water Management
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Ddu Gia Nadiad,Civil Engineering,GENERAL,D2D,1101605.0,1101605.0,1101605,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Ddu Gia Nadiad,Civil Engineering,SC,D2D,1102208.0,1102208.0,1102208,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Ddu Gia Nadiad,Civil Engineering,ST,D2D,1104555.0,1104555.0,1104555,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Ddu Gia Nadiad,Civil Engineering,SEBC,D2D,1102542.0,1102542.0,1102542,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Ddu Gia Nadiad,Computer Engineering,GENERAL,D2D,1100047.0,1100047.0,1100047,Computer Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Ddu Gia Nadiad,Computer Engineering,SEBC,D2D,1100103.0,1100103.0,1100103,Computer Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Ddu Gia Nadiad,Chemical Engineering,GENERAL,D2D,1100093.0,1100093.0,1100093,Chemical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Ddu Gia Nadiad,Chemical Engineering,ST,D2D,1106069.0,1106069.0,1106069,Chemical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Ddu Gia Nadiad,Chemical Engineering,SEBC,D2D,1100441.0,1100441.0,1100441,Chemical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Ddu Gia Nadiad,Electronics & Communication Engineering,GENERAL,D2D,1105134.0,1105134.0,1105134,Electronics & Communication Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Ddu Gia Nadiad,Electronics & Communication Engineering,EWS,D2D,1108013.0,1108013.0,1108013,Electronics & Communication Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Ddu Gia Nadiad,Instrumentation Control Engineering,GENERAL,D2D,1105403.0,1105403.0,1105403,Instrumentation Control Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Ddu Gia Nadiad,Instrumentation Control Engineering,SC,D2D,1108180.0,1108180.0,1108180,Instrumentation Control Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,Ddu Gia Nadiad,Instrumentation Control Engineering,SEBC,D2D,1107977.0,1107977.0,1107977,Instrumentation Control Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Surat",Civil Engineering,GENERAL,D2D,1100893.0,1100893.0,1100893,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Surat",Civil Engineering,SC,D2D,1101987.0,1101987.0,1101987,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Surat",Civil Engineering,ST,D2D,1101816.0,1101816.0,1101816,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Surat",Electrical Engineering,GENERAL,D2D,1103561.0,1103561.0,1103561,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Surat",Electrical Engineering,ST,D2D,1106482.0,1106482.0,1106482,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Surat",Electrical Engineering,SEBC,D2D,1102304.0,1102304.0,1102304,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Surat",Electrical Engineering,EWS,D2D,1102051.0,1102051.0,1102051,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Surat",Environmental Engineering,GENERAL,D2D,1108153.0,1108153.0,1108153,Environmental Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Surat",Mechanical Engineering,GENERAL,D2D,1100966.0,1100966.0,1100966,Mechanical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Surat",Mechanical Engineering,ST,D2D,1101599.0,1101599.0,1101599,Mechanical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Surat",Mechanical Engineering,SEBC,D2D,1101196.0,1101196.0,1101196,Mechanical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Surat",Mechanical Engineering,EWS,D2D,1101051.0,1101051.0,1101051,Mechanical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Surat",Electronics & Communication Engineering,GENERAL,D2D,1107061.0,1107061.0,1107061,Electronics & Communication Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Surat",Electronics & Communication Engineering,SEBC,D2D,1108100.0,1108100.0,1108100,Electronics & Communication Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bharuch",Civil Engineering,GENERAL,D2D,1102257.0,1102257.0,1102257,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bharuch",Civil Engineering,SC,D2D,1104083.0,1104083.0,1104083,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bharuch",Civil Engineering,ST,D2D,1104490.0,1104490.0,1104490,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bharuch",Civil Engineering,SEBC,D2D,1103715.0,1103715.0,1103715,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bharuch",Civil Engineering,EWS,D2D,1103662.0,1103662.0,1103662,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bharuch",Electrical Engineering,GENERAL,D2D,1103668.0,1103668.0,1103668,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bharuch",Electrical Engineering,SC,D2D,1105315.0,1105315.0,1105315,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bharuch",Electrical Engineering,ST,D2D,1105833.0,1105833.0,1105833,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bharuch",Electrical Engineering,SEBC,D2D,1104630.0,1104630.0,1104630,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bharuch",Electrical Engineering,EWS,D2D,1106574.0,1106574.0,1106574,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bharuch",Mechanical Engineering,GENERAL,D2D,1103124.0,1103124.0,1103124,Mechanical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bharuch",Mechanical Engineering,SC,D2D,1106303.0,1106303.0,1106303,Mechanical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bharuch",Mechanical Engineering,ST,D2D,1107604.0,1107604.0,1107604,Mechanical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bharuch",Mechanical Engineering,SEBC,D2D,1105367.0,1105367.0,1105367,Mechanical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bharuch",Mechanical Engineering,EWS,D2D,1104581.0,1104581.0,1104581,Mechanical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bharuch",Chemical Engineering,GENERAL,D2D,1100972.0,1100972.0,1100972,Chemical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bharuch",Chemical Engineering,SC,D2D,1102540.0,1102540.0,1102540,Chemical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bharuch",Chemical Engineering,ST,D2D,1102597.0,1102597.0,1102597,Chemical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bharuch",Chemical Engineering,SEBC,D2D,1101246.0,1101246.0,1101246,Chemical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bharuch",Electronics & Communication Engineering,GENERAL,D2D,1108167.0,1108167.0,1108167,Electronics & Communication Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhavnagar",Civil Engineering,GENERAL,D2D,1102790.0,1102790.0,1102790,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhavnagar",Civil Engineering,SC,D2D,1107412.0,1107412.0,1107412,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhavnagar",Civil Engineering,ST,D2D,1106810.0,1106810.0,1106810,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhavnagar",Civil Engineering,SEBC,D2D,1103323.0,1103323.0,1103323,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhavnagar",Civil Engineering,EWS,D2D,1104453.0,1104453.0,1104453,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhavnagar",Computer Engineering,GENERAL,D2D,1100732.0,1100732.0,1100732,Computer Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhavnagar",Computer Engineering,SC,D2D,1102945.0,1102945.0,1102945,Computer Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhavnagar",Computer Engineering,SEBC,D2D,1101630.0,1101630.0,1101630,Computer Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhavnagar",Computer Engineering,EWS,D2D,1100753.0,1100753.0,1100753,Computer Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhavnagar",Information Technology,GENERAL,D2D,1100600.0,1100600.0,1100600,Information Technology
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhavnagar",Information Technology,SC,D2D,1105625.0,1105625.0,1105625,Information Technology
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhavnagar",Information Technology,SEBC,D2D,1101709.0,1101709.0,1101709,Information Technology
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhavnagar",Information Technology,EWS,D2D,1100622.0,1100622.0,1100622,Information Technology
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhavnagar",Mechanical Engineering,GENERAL,D2D,1103661.0,1103661.0,1103661,Mechanical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhavnagar",Mechanical Engineering,SC,D2D,1105369.0,1105369.0,1105369,Mechanical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhavnagar",Mechanical Engineering,SEBC,D2D,1107142.0,1107142.0,1107142,Mechanical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhavnagar",Mechanical Engineering,EWS,D2D,1105353.0,1105353.0,1105353,Mechanical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhavnagar",Electronics & Communication Engineering,GENERAL,D2D,1107783.0,1107783.0,1107783,Electronics & Communication Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhuj",Civil Engineering,GENERAL,D2D,1107214.0,1107214.0,1107214,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhuj",Civil Engineering,SEBC,D2D,1108251.0,1108251.0,1108251,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhuj",Civil Engineering,EWS,D2D,1107835.0,1107835.0,1107835,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhuj",Electrical Engineering,GENERAL,D2D,1108239.0,1108239.0,1108239,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhuj",Environmental Engineering,GENERAL,D2D,1103978.0,1103978.0,1103978,Environmental Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhuj",Mechanical Engineering,GENERAL,D2D,1108232.0,1108232.0,1108232,Mechanical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhuj",Chemical Engineering,GENERAL,D2D,1104018.0,1104018.0,1104018,Chemical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhuj",Chemical Engineering,SEBC,D2D,1105107.0,1105107.0,1105107,Chemical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhuj",Chemical Engineering,EWS,D2D,1106431.0,1106431.0,1106431,Chemical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Bhuj",Mining Engineering,GENERAL,D2D,1106992.0,1106992.0,1106992,Mining Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Dahod",Civil Engineering,GENERAL,D2D,1107690.0,1107690.0,1107690,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Dahod",Civil Engineering,ST,D2D,1105995.0,1105995.0,1105995,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Dahod",Civil Engineering,SEBC,D2D,1107702.0,1107702.0,1107702,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Dahod",Computer Engineering,GENERAL,D2D,1103610.0,1103610.0,1103610,Computer Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Dahod",Computer Engineering,ST,D2D,1107669.0,1107669.0,1107669,Computer Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Dahod",Computer Engineering,SEBC,D2D,1104306.0,1104306.0,1104306,Computer Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Dahod",Computer Engineering,EWS,D2D,1103750.0,1103750.0,1103750,Computer Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Dahod",Electrical Engineering,GENERAL,D2D,1108166.0,1108166.0,1108166,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Dahod",Electrical Engineering,ST,D2D,1107889.0,1107889.0,1107889,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Dahod",Mechanical Engineering,GENERAL,D2D,1108254.0,1108254.0,1108254,Mechanical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Godhra",Civil Engineering,GENERAL,D2D,1105482.0,1105482.0,1105482,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Godhra",Civil Engineering,SEBC,D2D,1105204.0,1105204.0,1105204,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Godhra",Civil Engineering,EWS,D2D,1106800.0,1106800.0,1106800,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Godhra",Electrical Engineering,GENERAL,D2D,1106559.0,1106559.0,1106559,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Godhra",Electrical Engineering,SC,D2D,1106711.0,1106711.0,1106711,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Godhra",Electrical Engineering,SEBC,D2D,1107372.0,1107372.0,1107372,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Godhra",Electrical Engineering,EWS,D2D,1107012.0,1107012.0,1107012,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Godhra",Mechanical Engineering,GENERAL,D2D,1107894.0,1107894.0,1107894,Mechanical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Godhra",Mechanical Engineering,SEBC,D2D,1107912.0,1107912.0,1107912,Mechanical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Modasa",Civil Engineering,GENERAL,D2D,1108121.0,1108121.0,1108121,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Modasa",Civil Engineering,SEBC,D2D,1107545.0,1107545.0,1107545,Civil Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Modasa",Computer Engineering,GENERAL,D2D,1103803.0,1103803.0,1103803,Computer Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Modasa",Computer Engineering,SC,D2D,1105596.0,1105596.0,1105596,Computer Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Modasa",Computer Engineering,SEBC,D2D,1103246.0,1103246.0,1103246,Computer Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Modasa",Computer Engineering,EWS,D2D,1104397.0,1104397.0,1104397,Computer Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Modasa",Electrical Engineering,GENERAL,D2D,1105090.0,1105090.0,1105090,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Modasa",Electrical Engineering,SC,D2D,1106429.0,1106429.0,1106429,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Modasa",Electrical Engineering,ST,D2D,1105793.0,1105793.0,1105793,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Modasa",Electrical Engineering,SEBC,D2D,1108082.0,1108082.0,1108082,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Modasa",Electrical Engineering,EWS,D2D,1107629.0,1107629.0,1107629,Electrical Engineering
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Modasa",Information Technology,GENERAL,D2D,1102321.0,1102321.0,1102321,Information Technology
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Modasa",Information Technology,SC,D2D,1102556.0,1102556.0,1102556,Information Technology
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Modasa",Information Technology,SEBC,D2D,1103678.0,1103678.0,1103678,Information Technology
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Modasa",Information Technology,EWS,D2D,1104187.0,1104187.0,1104187,Information Technology
22_23_D2D.xlsx,Table 1,2022-2023,D2D,"Government Engineering College, Modasa",Mechanical Engineering,GENERAL,D2D,1107933.0,1107933.0,1107933,Mechanical Engineering
